created_at,id_str,text,in_reply_to_status_id,in_reply_to_status_id_str,in_reply_to_user_id_str,in_reply_to_screen_name
Fri Dec 25 01:02:24 +0000 2015,6.80E+17,RT @Clarabltn: Bon j'ai eu mon parfum c'est déjà un début 😄,,,,
Fri Dec 25 01:02:24 +0000 2015,6.80E+17,"@hamumg 
ありがとー笑 がんばるー",6.80E+17,6.80E+17,2458422764,hamumg
Fri Dec 25 01:02:24 +0000 2015,6.80E+17,RT @joshuadun: if my parents don’t get me an iPad pro tomorrow i’m going to scream.,,,,
Fri Dec 25 01:02:24 +0000 2015,6.80E+17,RT @AllTimeLow: Merry Christmas part deux! https://t.co/SG8da2lJzE,,,,
Fri Dec 25 01:02:24 +0000 2015,6.80E+17,RT @LovinBoyIsHavok: DAMN! @NaomiWWE  yellow is so your color you look #Amaazzing  https://t.co/SlmLK6hIME,,,,
Fri Dec 25 01:02:24 +0000 2015,6.80E+17,@jtuna_18 @kaitlintownsley he not real,6.80E+17,6.80E+17,2483015036,jtuna_18
Fri Dec 25 01:02:24 +0000 2015,6.80E+17,لو اعلمك ان كلامك راحتي، بتكثر حكي؟,,,,
Fri Dec 25 01:02:24 +0000 2015,6.80E+17,RT @falsianecobr: pelo o q eu conheço de mim eu n me importaria em pular no meio desses balões e correr o risco de quebrar alguns osso http…,,,,
Fri Dec 25 01:02:24 +0000 2015,6.80E+17,待たせたな！ https://t.co/RYcK0VGyfF,,,,
Fri Dec 25 01:02:24 +0000 2015,6.80E+17,RT @_nicoleabbott_: @emmamattern @catieishere @hil_alex  https://t.co/ItzDt9TmGt,,,,
Fri Dec 25 01:02:25 +0000 2015,6.80E+17,"RT @noivcalderon: A blessed Christmas to all, @aldenrichards02 @mainedcm AlDub Nation see you at the cinemas #ALDUBMyBebeLoveSaPASKO  https…",,,,
Fri Dec 25 01:02:25 +0000 2015,6.80E+17,RT @wandogchan: 【おもしろ調査】アノ体位、英語でなんて言うのか調べてみたｗｗこれで国際交流も怖くないｗｗ→https://t.co/MUSMDzFjFh https://t.co/INQxTlf5pl,,,,
Fri Dec 25 01:02:25 +0000 2015,6.80E+17,Get Weather Updates from The Weather Channel. 20:02:25,,,,
Fri Dec 25 01:02:25 +0000 2015,6.80E+17,RT @ginneko_aj: あと、高橋大輔って、やたらと「体力ヤバイ～」と言いまくってるけど、あんなに感情こめて踊りまくったらそりゃ、運動量上がるだろって話で。しんどくしてるの自分だよっ。現役の時もずっとそう思ってたけど、引退してもそこは変わらないんだなあ。というわけで、し…,,,,
Fri Dec 25 01:02:25 +0000 2015,6.80E+17,"@pappipapappi 
ソラナ『マース！！』
ズドーーーン！！！
（高い位置エネルギーと回転力がかかった凄まじい威力のアイアンテール！！）",6.80E+17,6.80E+17,3007222320,pappipapappi
Fri Dec 25 01:02:25 +0000 2015,6.80E+17,Get Weather Updates from The Weather Channel. 20:02:25,,,,
Fri Dec 25 01:02:25 +0000 2015,6.80E+17,"فيلم #سكس مزة شقراء سخنة تتفشخ فى خرم طيزها واهات مثيره 9 دقائق شاهده وتخطى الحجب هون⬅ https://t.co/iAAor4rwde https://t.co/dQktiBPsUr
c0e8",,,,
Fri Dec 25 01:02:25 +0000 2015,6.80E+17,RT @ChadJordan23: A nude a day will keep the boredom away.,,,,
Fri Dec 25 01:02:25 +0000 2015,6.80E+17,"Life is just a masquerade. In dept to myself,
but I can't pay. Soon I'll call it all a day, away.",,,,
Fri Dec 25 01:02:25 +0000 2015,6.80E+17,ぺゃっｗｗｗ,,,,
Fri Dec 25 01:02:25 +0000 2015,6.80E+17,@IamTarynParker @penutbutterkid peanut butter kid is my spirit animal ♥️👶🏼,6.80E+17,6.80E+17,209841979,IamTarynParker
Fri Dec 25 01:02:25 +0000 2015,6.80E+17,😒,,,,
Fri Dec 25 01:02:25 +0000 2015,6.80E+17,Christmas is the time for giving .... my team #partygroup24 we did it made some families smile .... #PNMforlife... https://t.co/VYCban2d2G,,,,
Fri Dec 25 01:02:25 +0000 2015,6.80E+17,"RT @Dory: ""How dry is your phone"" 
 Me - https://t.co/6PBKUGBtpH",,,,
Fri Dec 25 01:02:25 +0000 2015,6.80E+17,RT @ismaelprogreso: VIVA venezuela CARAJO llego la hora del CAMBIO:¡Feliz Navidad! Una pequeña luz comienza a iluminar a Venezuela https://…,,,,
Fri Dec 25 01:02:25 +0000 2015,6.80E+17,"to te desejando feliz natal, mais queria mesmo era estar te  beijando.",,,,
Fri Dec 25 01:02:25 +0000 2015,6.80E+17,RT @KSIOlajidebt: MERRY CHRISTMAS 😁😁😁,,,,
Fri Dec 25 01:02:25 +0000 2015,6.80E+17,Fat ass. https://t.co/X7lkhwciL4,,,,
Fri Dec 25 01:02:25 +0000 2015,6.80E+17,Arguably a hall of fame player. U niggas trippin  https://t.co/zHxvVS1U66,,,,
Fri Dec 25 01:02:25 +0000 2015,6.80E+17,oh my god I ship Alphys and Undyne,,,,
Fri Dec 25 01:02:25 +0000 2015,6.80E+17,@kasinglol godistar,6.80E+17,6.80E+17,1439376715,kasinglol
Fri Dec 25 01:02:25 +0000 2015,6.80E+17,Le pedí a Papa Noel que cumplas lo que dijiste y te vayas bien lejos gordo pelotudo https://t.co/DJYENHahPY,,,,
Fri Dec 25 01:02:25 +0000 2015,6.80E+17,@Alwaleed_Talal صبحه باالخير,,,1244602586,Alwaleed_Talal
Fri Dec 25 01:02:25 +0000 2015,6.80E+17,@gb_romano vai la ver o que eu comentei kkkkkkk,6.80E+17,6.80E+17,3288993531,gb_romano
Fri Dec 25 01:02:25 +0000 2015,6.80E+17,RT @DailyRapFacts: Can't wait for Future to release this https://t.co/5HHcW0YbGu,,,,
Fri Dec 25 01:02:25 +0000 2015,6.80E+17,En busca del amor ...,,,,
Fri Dec 25 01:02:25 +0000 2015,6.80E+17,@searchglobo pior protagonista na história a química dela é fraca com o Nicolas Prates e mais não está convencendo,6.80E+17,6.80E+17,3290420850,searchglobo
Fri Dec 25 01:02:25 +0000 2015,6.80E+17,@rastaaraee_ in the morning,6.80E+17,6.80E+17,164977019,rastaaraee_
Fri Dec 25 01:02:25 +0000 2015,6.80E+17,"RT @moonlight_1127: 찬열이 인스타그램 채색 &gt;_&lt; 찬열이 메리크리스마스! (3번째
https://t.co/BrvWBY0XJ2 https://t.co/zvSNrsUSGW",,,,
Fri Dec 25 01:02:25 +0000 2015,6.80E+17,RT @DailyRapFacts: Kodak Black working on the tape https://t.co/FrM4k0MYvO,,,,
Fri Dec 25 01:02:25 +0000 2015,6.80E+17,They air max 😂 https://t.co/jwB9897V2q,,,,
Fri Dec 25 01:02:25 +0000 2015,6.80E+17,Happy Holidays!🎄,,,,
Fri Dec 25 01:02:25 +0000 2015,6.80E+17,"¿Que opina la gente? #DolarPregunta, consulta los resultados y/o participa en -► https://t.co/2Jhjj5jTk0 https://t.co/QyyxYI4Dgy",,,,
Fri Dec 25 01:02:25 +0000 2015,6.80E+17,BE SURE TO DRINK YOUR OVALTINE,,,,
Fri Dec 25 01:02:25 +0000 2015,6.80E+17,@_Kozukkemi_ oui le rêve !!! Il y a de super goodies impossible à trouvés pour nous,6.80E+17,6.80E+17,319799811,_Kozukkemi_
Fri Dec 25 01:02:25 +0000 2015,6.80E+17,RT @Bah_larryzinha: Obrigada por tudos irmas ❤ Eu amo cada uma de voces #MerryChristmas1DFamily https://t.co/G0zfvkVFsk,,,,
Fri Dec 25 01:02:25 +0000 2015,6.80E+17,@onikallah omg I love this,6.80E+17,6.80E+17,539324725,onikallah
Fri Dec 25 01:02:25 +0000 2015,6.80E+17,Ootbin dain a Jobby @chubbycheeksxo https://t.co/EXKAsvVfYj,,,,
Fri Dec 25 01:02:25 +0000 2015,6.80E+17,سوريه بيضه ملبن نكها وقبل مايجيب يحطوا بين نهودها الجميله ويجيب ع صدرها https://t.co/yAnQPYBDQk  YFM https://t.co/1i4Zy68bxS,,,,
Fri Dec 25 01:02:25 +0000 2015,6.80E+17,♫[FREE DOWNLOAD]♫ “Pharrell Williams - GIRLS” ⇥ https://t.co/fmTc5f5vFg ⇤ #Mp3 #Torrent #Zippyshare ✌ https://t.co/eEdXtin6x1,,,,
Fri Dec 25 01:02:25 +0000 2015,6.80E+17,"RT @bozzkubraa: Haci hayatimin drami su""  AL BÜŞÜ VUR ÇIKO YA "" ozet ve net",,,,
Fri Dec 25 01:02:26 +0000 2015,6.80E+17,Get Weather Updates from The Weather Channel. 20:02:25,,,,
Fri Dec 25 01:02:26 +0000 2015,6.80E+17,"De todas maneras les deseo una excelente navidad a todos, diviértanse mucho 💃",,,,
Fri Dec 25 01:02:26 +0000 2015,6.80E+17,私に求められるは今夜の回避方法。,,,,
Fri Dec 25 01:02:26 +0000 2015,6.80E+17,@MykenziGrier2 mackle😍😍😍,6.80E+17,6.80E+17,2467267944,MykenziGrier2
Fri Dec 25 01:02:26 +0000 2015,6.80E+17,RT @jyj_sopphie: @J_yj6002_ 핸쓰쟈기 내꼬❤,,,,
Fri Dec 25 01:02:26 +0000 2015,6.80E+17,"【最安値のチケット!!】
ハロプロ Hello! Project 2016 WINTER～ DANCING!SINGING!EXCITING!～

譲）東京都 1/04 17:30 1枚
席）1…

https://t.co/DJamRJs6kf
#アンジュルム #angerme",,,,
Fri Dec 25 01:02:26 +0000 2015,6.80E+17,RT @noodleIimbs: https://t.co/N96EmbrBEd,,,,
Fri Dec 25 01:02:26 +0000 2015,6.80E+17,"RT @KanColle_STAFF: 大和や島風などのイラストを担当するしずまよしのりさんから、天津風とクリスマスケーキが届きましたので、ご紹介します！年の瀬もいい風きてる？引き続き、クリスマス、そして師走の「艦娘」をどうぞよろしくお願い致します！
#艦これ https://…",,,,
Fri Dec 25 01:02:26 +0000 2015,6.80E+17,"@ryusei_staff メリークリスマス🎅🎄🎁
おめでとうございます🎉写真サイコーです✨✨",6.80E+17,6.80E+17,4443873563,ryusei_staff
Fri Dec 25 01:02:26 +0000 2015,6.80E+17,"RT @Zayn_1D_Larry: Good morning
Larry is real",,,,
Fri Dec 25 01:02:26 +0000 2015,6.80E+17,""" fuira fuira "" jaja amo a mi abuela",,,,
Fri Dec 25 01:02:26 +0000 2015,6.80E+17,How did you discover #lawofattraction and when did you know it was FOR REAL? https://t.co/9oicoTRQTQ #consiousness #energyhealing #vibration,,,,
Fri Dec 25 01:02:26 +0000 2015,6.80E+17,"【薄毛】【抜毛】【分け目】【髪のボリューム】の悩みの方必見!!頭皮環境を優しく清潔に整えます☆
https://t.co/tIHGMqVQFw",,,,
Fri Dec 25 01:02:26 +0000 2015,6.80E+17,所得順にお返しします！,,,,
Fri Dec 25 01:02:26 +0000 2015,6.80E+17,Get Weather Updates from The Weather Channel. 20:02:26,,,,
Fri Dec 25 01:02:26 +0000 2015,6.80E+17,Wow precious and richard blew me today 😒😒😒,,,,
Fri Dec 25 01:02:26 +0000 2015,6.80E+17,@oibrubs02 @_coepretinha kkkkkkkk aham.. sei,6.80E+17,6.80E+17,4190128455,oibrubs02
Fri Dec 25 01:02:26 +0000 2015,6.80E+17,will you bring royalty on tour with you? chrisbrown #RoyaltyQA #BringRoyaltyHomeForTheHolidays IL https://t.co/2yHXNrfuqy,,,,
Fri Dec 25 01:02:26 +0000 2015,6.80E+17,0202💘,,,,
Fri Dec 25 01:02:26 +0000 2015,6.80E+17,@karlacuellar11 the worst part is it was a new golf club,6.80E+17,6.80E+17,2789862533,karlacuellar11
Fri Dec 25 01:02:26 +0000 2015,6.80E+17,I posted a new photo to Facebook https://t.co/KAqeflv9Vb,,,,
Fri Dec 25 01:02:26 +0000 2015,6.80E+17,"I have been on Twitter for 2 years, 4 months, 6 days (since 18 Aug 2013).
And you? https://t.co/wGcH87wnaD",,,,
Fri Dec 25 01:02:26 +0000 2015,6.80E+17,RT @HentaiTuits: Christmas Eve 💝 #hentai #lewd #hornygirl #slut #hentaicommunity https://t.co/VKwMTkkEF8,,,,
Fri Dec 25 01:02:26 +0000 2015,6.80E+17,Giovanna766771D #MTVStarOf2015 Beyonce,,,,
Fri Dec 25 01:02:26 +0000 2015,6.80E+17,"@Shelovesluka aí ta kkkk, só gosto do abraço de duas pessoas, bj no coração e feliz natal",6.80E+17,6.80E+17,2626595081,12_serres
Fri Dec 25 01:02:26 +0000 2015,6.80E+17,RT @charlespwalker1: So blessed to share today at Alive Hospice. Thanks to the caregivers and staff. Merry Christmas!,,,,
Fri Dec 25 01:02:26 +0000 2015,6.80E+17,@0jk_3253 |ω・`)じー,6.80E+17,6.80E+17,4636532539,0jk_3253
Fri Dec 25 01:02:26 +0000 2015,6.80E+17,"RT @ArtistsUnitedWW: #LOV3RZ 
#KellieLeighSays https://t.co/ZPj34lopoA #ChangeTheWorld with #LOV3 #TOGETHER https://t.co/p2x2kfBvY6",,,,
Fri Dec 25 01:02:26 +0000 2015,6.80E+17,RT @MyFavsTrash: Your WCW is ignoring you for a dude that's ignoring her.,,,,
Fri Dec 25 01:02:26 +0000 2015,6.80E+17,Ils méritent aussi qu'on le fasse pour eux ❤ #WeAreAllSandy,,,,
Fri Dec 25 01:02:26 +0000 2015,6.80E+17,RT @Ditchful: sorry means nothing if you do it again,,,,
Fri Dec 25 01:02:26 +0000 2015,6.80E+17,起きない。 https://t.co/NWWCo858xH,,,,
Fri Dec 25 01:02:26 +0000 2015,6.80E+17,"اللهم قربّ ماهو خيراً لقلبها 💕.
@alamakn23",,,,
Fri Dec 25 01:02:26 +0000 2015,6.80E+17,@iiRavv @SexyyGally @EnaLikesTurtles @Mnecraft_Kid then who the fuck you want on your sick,6.80E+17,6.80E+17,2810700956,iiRavv
Fri Dec 25 01:02:26 +0000 2015,6.80E+17,"Ira, malos hábitos, creencia absurdas y contradicciones. Tengo que amarlas.",,,,
Fri Dec 25 01:02:26 +0000 2015,6.80E+17,RT @SamTakesOff: African parents always listen to what their friends tell them w/ @pegowill. #SamTakesOff https://t.co/GXKTh4Xl4x,,,,
Fri Dec 25 01:02:27 +0000 2015,6.80E+17,"RT @WORLDSTARC0MEDY: ""$30 a g? Yeah that's cool dude"" https://t.co/HHzw5G8xbZ",,,,
Fri Dec 25 01:02:27 +0000 2015,6.80E+17,@kodtre GIRUNO re/hu 参加希望です,6.80E+17,6.80E+17,459558581,kodtre
Fri Dec 25 01:02:27 +0000 2015,6.80E+17,RT @mityuhoku: あと、フード取った瞬間のあのｲｹﾐﾂは反則だよね。ほんとに、隣のがや担「みっくんやばい、最高」ってめっちゃ真顔で言ってた。,,,,
Fri Dec 25 01:02:27 +0000 2015,6.80E+17,Feelin a little like trash,,,,
Fri Dec 25 01:02:27 +0000 2015,6.80E+17,@S_Feiren リーヴ戻ったらギャザですね…,6.80E+17,6.80E+17,3009578539,S_Feiren
Fri Dec 25 01:02:27 +0000 2015,6.80E+17,RT @aCommonWhteGirl: when bae wants a Michael Kors purse but she's acting up https://t.co/q7VqBUJtgi,,,,
Fri Dec 25 01:02:27 +0000 2015,6.80E+17,RT @Poon191: 🎄🎁🎉 #KhunWoo 🐨🐥😘 https://t.co/LP94PhoQeJ,,,,
Fri Dec 25 01:02:27 +0000 2015,6.80E+17,"RT @heekma: قطع النقود المعدنية تحدث أصواتاً .. ولكن العملات الورقية دائماً صامتة!
لذا .. عندما تزداد قيمتك .. احتفظ بهدوئك وصمتك!",,,,
Fri Dec 25 01:02:27 +0000 2015,6.80E+17,odio cuando llegan las doce en navidad y se cortan las líneas y no podes comunicarte ni con tu vieja,,,,
Fri Dec 25 01:02:27 +0000 2015,6.80E+17,RT @surprisebabies: Selfie 💓 https://t.co/wo30mIG5Xs,,,,
Fri Dec 25 01:02:27 +0000 2015,6.80E+17,RT @WORIDSTARHIPH0P: Parenting After Star Wars https://t.co/phQeKPVQS0,,,,
Fri Dec 25 01:02:27 +0000 2015,6.80E+17,"RT @LeoNoSoy_: 🎶🎵 Pero mira mira mira mira mira como mueve la panza el Santa Claus 🎶🎵 
  　 ∧,＿∧
    (( ( ´･ω･) ))
   (( (　つ　ヽ、
       〉 とノ　…",,,,
Fri Dec 25 01:02:27 +0000 2015,6.80E+17,"""eu como mto e nao engordo"" vai toma no cu vai ser magro pra la",,,,
Fri Dec 25 01:02:27 +0000 2015,6.80E+17,للأسف ايه https://t.co/KrH9JW67Uv,,,,
Fri Dec 25 01:02:27 +0000 2015,6.80E+17,RT @nini_Swag28: 151224 bap fan event in tokyo part2 #대현  #Daehyun  #デヒョン @BAP_Daehyun https://t.co/JTeGgRPyyc,,,,
Fri Dec 25 01:02:27 +0000 2015,6.80E+17,"Bismillah semoga akad nikahnya di berkahi, semoga menjadi keluarga sakinah mawaddah wa… (w/ Zidni &amp; Ahmad) [pic] — https://t.co/h5em565oqO",,,,
Fri Dec 25 01:02:27 +0000 2015,6.80E+17,02:02 @WantAbdB,,,,
Fri Dec 25 01:02:27 +0000 2015,6.80E+17,"RT @N00f_911: الرجل المتاح للجميع لا يستهويني ! 
أنا أحب أن تكون أملاكي خاصه  😊

 #شي_تكرها_البنت_بالرجل",,,,
Fri Dec 25 01:02:27 +0000 2015,6.80E+17,RT @That70sLife: me when I'm drinking tonight https://t.co/Vt28cv7E9h,,,,
Fri Dec 25 01:02:27 +0000 2015,6.80E+17,メリークリトリス！！！！！,,,,
Fri Dec 25 01:02:27 +0000 2015,6.80E+17,RT @AlyciaTyre: For all those people who I don't associate with anymore...thank god y'all were fucking lame,,,,
Fri Dec 25 01:02:27 +0000 2015,6.80E+17,Last Second Ebay Bid RT↺ https://t.co/5J1GmX1X61 Oneplus One A0001 64gb Sandstone Black Smartphone Unlocked / Simfree Used ↺Please Fa,,,,
Fri Dec 25 01:02:27 +0000 2015,6.80E+17,@RedKiwiz take my life away,6.80E+17,6.80E+17,2448038586,RedKiwiz
Fri Dec 25 01:02:27 +0000 2015,6.80E+17,@diabloceto I am supremely disappointed that you have had no ornaments in that magnificent beard. No Festivus Spirit!,6.80E+17,6.80E+17,14103663,diabloceto
Fri Dec 25 01:02:27 +0000 2015,6.80E+17,RT @whoanormani: @snapbackarla @norminahs did he nut inside you? Are we gonna be godmothers soon?,,,,
Fri Dec 25 01:02:27 +0000 2015,6.80E+17,Hungry can't wait to get my grammas food 😍,,,,
Fri Dec 25 01:02:27 +0000 2015,6.80E+17,RT @smily_teuk: #이특 #leeteuk #ニコニコ動画 @special1004 https://t.co/kLXmHnOc7c,,,,
Fri Dec 25 01:02:27 +0000 2015,6.80E+17,An example of a #womenleader who shared her #vulnerablity with us after she became @onefitwidow https://t.co/Dtg9mK9s1I #iheartradio #mombiz,,,,
Fri Dec 25 01:02:27 +0000 2015,6.80E+17,I wouldn't gaf💯 https://t.co/NFl89ld6OS,,,,
Fri Dec 25 01:02:27 +0000 2015,6.80E+17,@nunaxxxluvsdo hhahahhaha XD PAINNN,6.62E+17,6.62E+17,2244513544,nunaxxxluvsdo
Fri Dec 25 01:02:27 +0000 2015,6.80E+17,"◆農水省郷土料理百選ユックの石狩鍋◆本日10名様限定ほろ酔いセット◆北の地酒+刺身盛り+縞ホッケ焼き　1,490円～　◆竹橋駅パレスサイドビル内◆  https://t.co/twnVxzRmzj",,,,
Fri Dec 25 01:02:27 +0000 2015,6.80E+17,Coisa linda 💜,,,,
Fri Dec 25 01:02:27 +0000 2015,6.80E+17,@wanwanpag おはよーございます(^o^)/,6.80E+17,6.80E+17,2993404848,wanwanpag
Fri Dec 25 01:02:27 +0000 2015,6.80E+17,@antonnewcombe see you in NOLA at One Eyed Jacks. New Orleans loves the BJM!,6.80E+17,6.80E+17,34408874,antonnewcombe
Fri Dec 25 01:02:27 +0000 2015,6.80E+17,"RT @majed_24_10: #الهمه_لنعود_بنصرنا_للقمه

الدوري نصراوي ب اذن الله اهم شي الحضور ي جمهور الشمس 💙💛
#النصر https://t.co/phIffqmWrW",,,,
Fri Dec 25 01:02:27 +0000 2015,6.80E+17,RT @MatiasRrossi: Odio la navidad todos en la mesa se hacen los buenos y son una manga de hipócritas,,,,
Fri Dec 25 01:02:27 +0000 2015,6.80E+17,#Ver #DesdeQueTeVi de @xander_m_inc Ft. @altrox1 aqui-&gt; https://t.co/nAl5jxu0o5 #CreandoMiFama | Via @Djneopromo RT64,,,,
Fri Dec 25 01:02:27 +0000 2015,6.80E+17,"RT @ShyGlizzy: for every action, there's a reaction.. chain-reaction!",,,,
Fri Dec 25 01:02:27 +0000 2015,6.80E+17,"RT @new_ahli_fans: الآن وجب:
التجديد مع اسامة وباخشوين ب أسرع وقت ،،
التوقيع مع بديل بهوي ب أسرع وقت ،،
تجهيز السومة وشيفو وفيتفا ب أسرع وق…",,,,
Fri Dec 25 01:02:27 +0000 2015,6.80E+17,犬にさえプレゼント来てるけど？？？？？？？💢 https://t.co/ke0zf2i1bd,,,,
Fri Dec 25 01:02:27 +0000 2015,6.80E+17,Plmdds,,,,
Fri Dec 25 01:02:27 +0000 2015,6.80E+17,Alisado 😏 https://t.co/k2piJOzOzz,,,,
Fri Dec 25 01:02:27 +0000 2015,6.80E+17,"Não me posso queixar do meu natal, pelo menos passei junto dos meus, existem pessoas a passar este dia no hospital ou entre outras coisas..",,,,
Fri Dec 25 01:02:27 +0000 2015,6.80E+17,https://t.co/7pYyKJhHxV,,,,
Fri Dec 25 01:02:28 +0000 2015,6.80E+17,Get Weather Updates from The Weather Channel. 20:02:28,,,,
Fri Dec 25 01:02:28 +0000 2015,6.80E+17,RT @DanMelkert: @hollyla1 @mzawidzki @matlantivex @Jscunningham1 @BethVG @Shopkins2013 @BenJessome @hfxfire #🎄 https://t.co/yOQY8EDfQq,,,,
Fri Dec 25 01:02:28 +0000 2015,6.80E+17,@amanaka_kazuto おだいじに(´･ω･`) あったかくするのよ…,6.80E+17,6.80E+17,236798509,amanaka_kazuto
Fri Dec 25 01:02:28 +0000 2015,6.80E+17,ほんとクロミツちゃんのコスのクオリティやばいからな…ガイ先生と紅先生を見比べると同一人物に見えないからほんとすごい&gt;RT,,,,
Fri Dec 25 01:02:28 +0000 2015,6.80E+17,RT @nineeeeeeeeo: 「できたよ、ご褒美は？」 https://t.co/TI4huWukfT,,,,
Fri Dec 25 01:02:28 +0000 2015,6.80E+17,Get Weather Updates from The Weather Channel. 20:02:27,,,,
Fri Dec 25 01:02:28 +0000 2015,6.80E+17,"@810pre うう〜いいなあ〜！最近見てないわ
ランピーが書いた逆転世界の話もまだ英語版しか見れてないし；；れいちゃん見た？",6.80E+17,6.80E+17,1042472155,810pre
Fri Dec 25 01:02:28 +0000 2015,6.80E+17,I just received a reward: Hero https://t.co/PWoRi304i1 #Gameinsight #Androidgames #Android,,,,
Fri Dec 25 01:02:28 +0000 2015,6.80E+17,Mais ça fait longtemps il me suit sur Instagram et il m'a ajouter sur snap et des fois il me parlais je répondais pas meme,,,,
Fri Dec 25 01:02:28 +0000 2015,6.80E+17,Christmas Eve parties are live,,,,
Fri Dec 25 01:02:28 +0000 2015,6.80E+17,"اللهم كما خلقتني في الدنيا بلا ""ذنوب"" احسن خاتمتي و توفيني بلا ذنوب  https://t.co/bimXCCBMyQ",,,,
Fri Dec 25 01:02:28 +0000 2015,6.80E+17,a charlie brown christmas is on!!,,,,
Fri Dec 25 01:02:28 +0000 2015,6.80E+17,"Muskegon police save family's Christmas after grinch stole it: However, Stalling said she and her two daughter... https://t.co/UtCnyzLYNR",,,,
Fri Dec 25 01:02:28 +0000 2015,6.80E+17,RT @Z_iii5: الشعور الذي تركته في صدر احدهم سيضع الله في صدرك شعورا مثله فلا تمد اليه سوى ما تحب ان يغرس فيك .,,,,
Fri Dec 25 01:02:28 +0000 2015,6.80E+17,"RT @cuttolipta: ไม่ได้ต้องเป็นคนสำคัญของคนทุกคน
แต่ขอให้สำคัญสำหรับคนที่เราต้องการก็พอแล้วหวะ",,,,
Fri Dec 25 01:02:28 +0000 2015,6.80E+17,"RT @jumploveff: @sato_yurijumpのほうでもやってますが、
#1mmでもいいなと思ったらRT 
#JUMPの沼にハマる前後
#山田涼介ver https://t.co/dvdLfjK9pv",,,,
Fri Dec 25 01:02:28 +0000 2015,6.80E+17,My parents just forgot about me... They left for Christmas Eve dinner and I'm sitting at my house.....,,,,
Fri Dec 25 01:02:28 +0000 2015,6.80E+17,"@natupon1121
そう言ってくれて嬉しいありがとう(´,,•ω•,,)♡",6.80E+17,6.80E+17,3940561274,natupon1121
Fri Dec 25 01:02:28 +0000 2015,6.80E+17,RT @XO112_522: 엑소 엠비씨에 살짝 아침에 나왔던 거!! 경수준면종대민석백현 5명 나왔어요ㅋㅋㅋㅋㅋ 흰눈 사이로~ 썰매를 타고~ 노래 부르는 거 너무 귀여워ㅋㅋㅋㅋㅋ https://t.co/cW2epJGWjF,,,,
Fri Dec 25 01:02:28 +0000 2015,6.80E+17,"出）胆嚢・200ｋ
求）連休",,,,
Fri Dec 25 01:02:28 +0000 2015,6.80E+17,"RT @AboutTheBBC: Today's pick: The Festival of Nine Lessons and Carols, live at 3 on @BBCRadio4 today. https://t.co/UXpogKT0L0 https://t.co…",,,,
Fri Dec 25 01:02:28 +0000 2015,6.80E+17,https://t.co/aLNnM8pK7M Practice Makes Perfect: Steps on How to Get Your eBook Perfect For Your Affiliate Marketing Effo,,,,
Fri Dec 25 01:02:28 +0000 2015,6.80E+17,@seanTimty Bakit daw?,6.80E+17,6.80E+17,291000252,seanTimty
Fri Dec 25 01:02:28 +0000 2015,6.80E+17,The universe and us 💫,,,,
Fri Dec 25 01:02:28 +0000 2015,6.80E+17,RT @ESPNNFL: Raiders fans show their appreciation for Charles Woodson. https://t.co/Bs5g2zmPHl,,,,
Fri Dec 25 01:02:28 +0000 2015,6.80E+17,https://t.co/VGeRqAD6aH Merry Christmas Everyone,,,,
Fri Dec 25 01:02:28 +0000 2015,6.80E+17,@LuvvVSFatCuz 😩😂😂😂 beloved I'm not a man of violence I want to sit and dialogue,6.80E+17,6.80E+17,4251237016,LuvvVSFatCuz
Fri Dec 25 01:02:28 +0000 2015,6.80E+17,Ernest Saves Christmas (1989) full movie https://t.co/uk2jnsW6uP via @YouTube,,,,
Fri Dec 25 01:02:28 +0000 2015,6.80E+17,RT @WORIDSTARHIPH0P: When you slip up at 24 but she forgives you &amp; now yall washed up &amp; happy at 37 https://t.co/5ckuXDYSGD,,,,
Fri Dec 25 01:02:28 +0000 2015,6.80E+17,hi @justinbieber your follow will be the best gift ever -203,,,,
Fri Dec 25 01:02:28 +0000 2015,6.80E+17,"My wife and I were watching Who Wants To Be A Millionaire while we were in bed.
I turned to her and said, ""Do you... https://t.co/hRP42EQBjB",,,,
Fri Dec 25 01:02:28 +0000 2015,6.80E+17,"https://t.co/uWTAtmvxgr 
@VipSheikha
@OnlyAnalPorn
 #hd #adult https://t.co/DQEaar4Bwz",,,,
Fri Dec 25 01:02:28 +0000 2015,6.80E+17,RT @UNoticias: Conoce las 20 películas más taquilleras de 2015 https://t.co/YxU21ABxVf,,,,
Fri Dec 25 01:02:28 +0000 2015,6.80E+17,#Jura #Biblioarrêtdebus Un abribus à la page dans le Jura - France 3 Franche-Comté https://t.co/LyHnclkO3G,,,,
Fri Dec 25 01:02:28 +0000 2015,6.80E+17,Navidadd🎄 https://t.co/8Skqi8HIHs,,,,
Fri Dec 25 01:02:28 +0000 2015,6.80E+17,Seriously the prettiest painting! Done by my beautiful girlfriend @a_cup_of_jojo! #illuminations #Disney #Epcot https://t.co/0UKIq9SJge,,,,
Fri Dec 25 01:02:28 +0000 2015,6.80E+17,@SEBTSB Sebastian olzanski it is 1 am here tweet me so I can sleep🙃,,,1631128196,SEBTSB
Fri Dec 25 01:02:28 +0000 2015,6.80E+17,a weapon to surpass metal gear https://t.co/vG8BpAwPcg,,,,
Fri Dec 25 01:02:29 +0000 2015,6.80E+17,RT @joshuadun: if my parents don’t get me an iPad pro tomorrow i’m going to scream.,,,,
